bcr_sample_barcode	bcr_analyte_barcode	experimental_protocol_type	protocol_file_name	protocol_name
TCGA-96-7544-01A	TCGA-96-7544-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-96-7544-01A	TCGA-96-7544-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-96-7544-01A	TCGA-96-7544-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-96-7544-01A	TCGA-96-7544-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-96-7544-10A	TCGA-96-7544-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-96-7544-10A	TCGA-96-7544-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-96-7545-01A	TCGA-96-7545-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-96-7545-01A	TCGA-96-7545-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-96-7545-01A	TCGA-96-7545-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-96-7545-01A	TCGA-96-7545-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-96-7545-10A	TCGA-96-7545-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-96-7545-10A	TCGA-96-7545-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-98-7454-01A	TCGA-98-7454-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-7454-01A	TCGA-98-7454-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-98-7454-01A	TCGA-98-7454-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-98-7454-01A	TCGA-98-7454-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-98-7454-10A	TCGA-98-7454-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-98-7454-10A	TCGA-98-7454-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-98-7454-11A	TCGA-98-7454-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-7454-11A	TCGA-98-7454-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-22-4605-01A	TCGA-22-4605-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-22-4605-01A	TCGA-22-4605-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-22-4605-01A	TCGA-22-4605-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-22-4605-01A	TCGA-22-4605-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-22-4605-11A	TCGA-22-4605-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-22-4605-11A	TCGA-22-4605-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-22-4609-01A	TCGA-22-4609-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-22-4609-01A	TCGA-22-4609-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-22-4609-01A	TCGA-22-4609-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-22-4609-01A	TCGA-22-4609-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-22-4609-11A	TCGA-22-4609-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-22-4609-11A	TCGA-22-4609-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-22-4609-11A	TCGA-22-4609-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-22-4609-11A	TCGA-22-4609-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-33-4587-01A	TCGA-33-4587-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-33-4587-01A	TCGA-33-4587-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-33-4587-01A	TCGA-33-4587-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-33-4587-01A	TCGA-33-4587-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-33-4587-11A	TCGA-33-4587-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-33-4587-11A	TCGA-33-4587-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-33-4587-11A	TCGA-33-4587-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-33-4587-11A	TCGA-33-4587-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-39-5040-01A	TCGA-39-5040-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-39-5040-01A	TCGA-39-5040-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-39-5040-01A	TCGA-39-5040-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-39-5040-01A	TCGA-39-5040-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-39-5040-11A	TCGA-39-5040-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-39-5040-11A	TCGA-39-5040-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-39-5040-11A	TCGA-39-5040-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-39-5040-11A	TCGA-39-5040-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-43-5670-01A	TCGA-43-5670-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-43-5670-01A	TCGA-43-5670-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-43-5670-01A	TCGA-43-5670-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-43-5670-01A	TCGA-43-5670-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-43-5670-10A	TCGA-43-5670-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-43-5670-10A	TCGA-43-5670-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-43-5670-11A	TCGA-43-5670-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-43-5670-11A	TCGA-43-5670-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-43-5670-11A	TCGA-43-5670-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-43-5670-11A	TCGA-43-5670-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-43-7656-01A	TCGA-43-7656-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-43-7656-01A	TCGA-43-7656-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-43-7656-01A	TCGA-43-7656-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-43-7656-01A	TCGA-43-7656-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-43-7656-10A	TCGA-43-7656-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-43-7656-10A	TCGA-43-7656-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-43-7656-11A	TCGA-43-7656-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-43-7656-11A	TCGA-43-7656-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-43-7657-01A	TCGA-43-7657-01A-31D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-43-7657-01A	TCGA-43-7657-01A-31H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-43-7657-01A	TCGA-43-7657-01A-31R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-43-7657-01A	TCGA-43-7657-01A-31W	Repli-G	[Not Available]	[Not Available]
TCGA-43-7657-10A	TCGA-43-7657-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-43-7657-10A	TCGA-43-7657-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-43-7657-11A	TCGA-43-7657-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-43-7657-11A	TCGA-43-7657-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-43-7657-11A	TCGA-43-7657-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-43-7657-11A	TCGA-43-7657-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-43-7658-01A	TCGA-43-7658-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-43-7658-01A	TCGA-43-7658-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-43-7658-01A	TCGA-43-7658-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-43-7658-01A	TCGA-43-7658-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-43-7658-10A	TCGA-43-7658-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-43-7658-10A	TCGA-43-7658-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-43-7658-11A	TCGA-43-7658-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-43-7658-11A	TCGA-43-7658-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-43-7658-11A	TCGA-43-7658-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-43-7658-11A	TCGA-43-7658-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-52-7622-01A	TCGA-52-7622-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-52-7622-01A	TCGA-52-7622-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-52-7622-01A	TCGA-52-7622-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-52-7622-01A	TCGA-52-7622-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-52-7622-10A	TCGA-52-7622-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-52-7622-10A	TCGA-52-7622-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-52-7809-01A	TCGA-52-7809-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-52-7809-01A	TCGA-52-7809-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-52-7809-01A	TCGA-52-7809-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-52-7809-01A	TCGA-52-7809-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-52-7809-10A	TCGA-52-7809-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-52-7809-10A	TCGA-52-7809-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-52-7810-01A	TCGA-52-7810-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-52-7810-01A	TCGA-52-7810-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-52-7810-01A	TCGA-52-7810-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-52-7810-01A	TCGA-52-7810-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-52-7810-10A	TCGA-52-7810-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-52-7810-10A	TCGA-52-7810-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-52-7811-01A	TCGA-52-7811-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-52-7811-01A	TCGA-52-7811-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-52-7811-01A	TCGA-52-7811-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-52-7811-01A	TCGA-52-7811-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-52-7811-10A	TCGA-52-7811-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-52-7811-10A	TCGA-52-7811-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-52-7812-01A	TCGA-52-7812-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-52-7812-01A	TCGA-52-7812-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-52-7812-01A	TCGA-52-7812-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-52-7812-01A	TCGA-52-7812-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-52-7812-10A	TCGA-52-7812-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-52-7812-10A	TCGA-52-7812-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7730-01A	TCGA-56-7730-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-56-7730-01A	TCGA-56-7730-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-56-7730-01A	TCGA-56-7730-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-56-7730-01A	TCGA-56-7730-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7730-11A	TCGA-56-7730-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-56-7730-11A	TCGA-56-7730-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-56-7730-11A	TCGA-56-7730-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-56-7730-11A	TCGA-56-7730-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7731-01A	TCGA-56-7731-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-56-7731-01A	TCGA-56-7731-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-56-7731-01A	TCGA-56-7731-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-56-7731-01A	TCGA-56-7731-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7731-10A	TCGA-56-7731-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-56-7731-10A	TCGA-56-7731-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7731-11A	TCGA-56-7731-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-56-7731-11A	TCGA-56-7731-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-56-7731-11A	TCGA-56-7731-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-56-7731-11A	TCGA-56-7731-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7822-01A	TCGA-56-7822-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-56-7822-01A	TCGA-56-7822-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-56-7822-01A	TCGA-56-7822-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-56-7822-01A	TCGA-56-7822-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7822-10A	TCGA-56-7822-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-56-7822-10A	TCGA-56-7822-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7822-11A	TCGA-56-7822-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-56-7822-11A	TCGA-56-7822-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-60-2697-01A	TCGA-60-2697-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-60-2697-01A	TCGA-60-2697-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-60-2697-01A	TCGA-60-2697-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-60-2697-01A	TCGA-60-2697-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-60-2697-11A	TCGA-60-2697-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-60-2697-11A	TCGA-60-2697-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-68-7755-01A	TCGA-68-7755-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-68-7755-01A	TCGA-68-7755-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-68-7755-01A	TCGA-68-7755-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-68-7755-01A	TCGA-68-7755-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-68-7755-10A	TCGA-68-7755-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-68-7755-10A	TCGA-68-7755-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-68-7756-01A	TCGA-68-7756-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-68-7756-01A	TCGA-68-7756-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-68-7756-01A	TCGA-68-7756-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-68-7756-01A	TCGA-68-7756-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-68-7756-10A	TCGA-68-7756-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-68-7756-10A	TCGA-68-7756-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-7696-01A	TCGA-85-7696-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-7696-01A	TCGA-85-7696-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-7696-01A	TCGA-85-7696-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-7696-01A	TCGA-85-7696-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-85-7696-10A	TCGA-85-7696-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-85-7696-10A	TCGA-85-7696-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-7697-01A	TCGA-85-7697-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-7697-01A	TCGA-85-7697-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-7697-01A	TCGA-85-7697-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-7697-01A	TCGA-85-7697-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-85-7697-10A	TCGA-85-7697-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-85-7697-10A	TCGA-85-7697-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-7698-01A	TCGA-85-7698-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-7698-01A	TCGA-85-7698-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-7698-01A	TCGA-85-7698-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-7698-01A	TCGA-85-7698-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-85-7698-10A	TCGA-85-7698-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-85-7698-10A	TCGA-85-7698-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-7699-01A	TCGA-85-7699-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-7699-01A	TCGA-85-7699-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-7699-01A	TCGA-85-7699-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-7699-01A	TCGA-85-7699-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-85-7699-10A	TCGA-85-7699-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-85-7699-10A	TCGA-85-7699-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-7710-01A	TCGA-85-7710-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-7710-01A	TCGA-85-7710-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-7710-01A	TCGA-85-7710-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-7710-01A	TCGA-85-7710-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-85-7710-10A	TCGA-85-7710-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-85-7710-10A	TCGA-85-7710-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-7710-11A	TCGA-85-7710-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-7710-11A	TCGA-85-7710-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-7710-11A	TCGA-85-7710-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-7710-11A	TCGA-85-7710-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-7843-01A	TCGA-85-7843-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-7843-01A	TCGA-85-7843-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-7843-01A	TCGA-85-7843-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-7843-01A	TCGA-85-7843-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-85-7843-10A	TCGA-85-7843-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-85-7843-10A	TCGA-85-7843-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-7844-01A	TCGA-85-7844-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-7844-01A	TCGA-85-7844-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-7844-01A	TCGA-85-7844-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-7844-01A	TCGA-85-7844-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-85-7844-10A	TCGA-85-7844-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-85-7844-10A	TCGA-85-7844-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-90-7766-01A	TCGA-90-7766-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-90-7766-01A	TCGA-90-7766-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-90-7766-01A	TCGA-90-7766-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-90-7766-01A	TCGA-90-7766-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-90-7766-10A	TCGA-90-7766-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-90-7766-10A	TCGA-90-7766-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-90-7766-11A	TCGA-90-7766-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-90-7766-11A	TCGA-90-7766-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-90-7767-01A	TCGA-90-7767-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-90-7767-01A	TCGA-90-7767-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-90-7767-01A	TCGA-90-7767-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-90-7767-01A	TCGA-90-7767-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-90-7767-10A	TCGA-90-7767-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-90-7767-10A	TCGA-90-7767-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-90-7767-11A	TCGA-90-7767-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-90-7767-11A	TCGA-90-7767-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-90-7767-11A	TCGA-90-7767-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-90-7767-11A	TCGA-90-7767-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-90-7769-01A	TCGA-90-7769-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-90-7769-01A	TCGA-90-7769-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-90-7769-01A	TCGA-90-7769-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-90-7769-01A	TCGA-90-7769-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-90-7769-10A	TCGA-90-7769-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-90-7769-10A	TCGA-90-7769-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-90-7769-11A	TCGA-90-7769-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-90-7769-11A	TCGA-90-7769-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-94-7557-01A	TCGA-94-7557-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-94-7557-01A	TCGA-94-7557-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-94-7557-01A	TCGA-94-7557-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-94-7557-01A	TCGA-94-7557-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-94-7557-10A	TCGA-94-7557-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-94-7557-10A	TCGA-94-7557-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-21-5783-01A	TCGA-21-5783-01A-41D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-21-5783-01A	TCGA-21-5783-01A-41H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-21-5783-01A	TCGA-21-5783-01A-41R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-21-5783-01A	TCGA-21-5783-01A-41W	Repli-G	[Not Available]	[Not Available]
TCGA-21-5783-10A	TCGA-21-5783-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-21-5783-10A	TCGA-21-5783-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-77-8007-01A	TCGA-77-8007-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-77-8007-01A	TCGA-77-8007-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-77-8007-01A	TCGA-77-8007-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-77-8007-01A	TCGA-77-8007-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-77-8007-11A	TCGA-77-8007-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-77-8007-11A	TCGA-77-8007-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-77-8007-11A	TCGA-77-8007-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-77-8007-11A	TCGA-77-8007-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-77-8008-01A	TCGA-77-8008-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-77-8008-01A	TCGA-77-8008-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-77-8008-01A	TCGA-77-8008-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
