bcr_sample_barcode	bcr_analyte_barcode	experimental_protocol_type	protocol_file_name	protocol_name
TCGA-46-3765-01A	TCGA-46-3765-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-46-3765-10A	TCGA-46-3765-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-46-3765-10A	TCGA-46-3765-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-46-3765-10A	TCGA-46-3765-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-46-3766-01A	TCGA-46-3766-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-46-3766-01A	TCGA-46-3766-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-46-3766-01A	TCGA-46-3766-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-46-3766-01A	TCGA-46-3766-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-46-3766-01A	TCGA-46-3766-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-46-3766-10A	TCGA-46-3766-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-46-3766-10A	TCGA-46-3766-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-46-3766-10A	TCGA-46-3766-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-46-3767-01A	TCGA-46-3767-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-46-3767-01A	TCGA-46-3767-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-46-3767-01A	TCGA-46-3767-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-46-3767-01A	TCGA-46-3767-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-46-3767-01A	TCGA-46-3767-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-46-3767-10A	TCGA-46-3767-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-46-3767-10A	TCGA-46-3767-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-46-3767-10A	TCGA-46-3767-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-46-3768-01A	TCGA-46-3768-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-46-3768-01A	TCGA-46-3768-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-46-3768-01A	TCGA-46-3768-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-46-3768-01A	TCGA-46-3768-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-46-3768-01A	TCGA-46-3768-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-46-3768-10A	TCGA-46-3768-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-46-3768-10A	TCGA-46-3768-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-46-3768-10A	TCGA-46-3768-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-46-3769-01A	TCGA-46-3769-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-46-3769-01A	TCGA-46-3769-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-46-3769-01A	TCGA-46-3769-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-46-3769-01A	TCGA-46-3769-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-46-3769-01A	TCGA-46-3769-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-46-3769-10A	TCGA-46-3769-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-46-3769-10A	TCGA-46-3769-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-46-3769-10A	TCGA-46-3769-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2727-01A	TCGA-66-2727-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2727-01A	TCGA-66-2727-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-66-2727-01A	TCGA-66-2727-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-66-2727-01A	TCGA-66-2727-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2727-01A	TCGA-66-2727-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2727-11A	TCGA-66-2727-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2727-11A	TCGA-66-2727-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2727-11A	TCGA-66-2727-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2734-01A	TCGA-66-2734-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2734-01A	TCGA-66-2734-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-66-2734-01A	TCGA-66-2734-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-66-2734-01A	TCGA-66-2734-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2734-01A	TCGA-66-2734-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2734-11A	TCGA-66-2734-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2734-11A	TCGA-66-2734-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2734-11A	TCGA-66-2734-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2737-01A	TCGA-66-2737-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2737-01A	TCGA-66-2737-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-66-2737-01A	TCGA-66-2737-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-66-2737-01A	TCGA-66-2737-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2737-01A	TCGA-66-2737-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2737-11A	TCGA-66-2737-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2737-11A	TCGA-66-2737-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2737-11A	TCGA-66-2737-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2742-01A	TCGA-66-2742-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2742-01A	TCGA-66-2742-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-66-2742-01A	TCGA-66-2742-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-66-2742-01A	TCGA-66-2742-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2742-01A	TCGA-66-2742-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2742-11A	TCGA-66-2742-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2742-11A	TCGA-66-2742-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2742-11A	TCGA-66-2742-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2744-01A	TCGA-66-2744-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2744-01A	TCGA-66-2744-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-66-2744-01A	TCGA-66-2744-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-66-2744-01A	TCGA-66-2744-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2744-01A	TCGA-66-2744-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2744-11A	TCGA-66-2744-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2744-11A	TCGA-66-2744-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2744-11A	TCGA-66-2744-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2753-01A	TCGA-66-2753-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2753-01A	TCGA-66-2753-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-66-2753-01A	TCGA-66-2753-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-66-2753-01A	TCGA-66-2753-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2753-01A	TCGA-66-2753-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2753-11A	TCGA-66-2753-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2753-11A	TCGA-66-2753-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2753-11A	TCGA-66-2753-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2754-01A	TCGA-66-2754-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2754-01A	TCGA-66-2754-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-66-2754-01A	TCGA-66-2754-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-66-2754-01A	TCGA-66-2754-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2754-01A	TCGA-66-2754-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2754-11A	TCGA-66-2754-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2754-11A	TCGA-66-2754-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2754-11A	TCGA-66-2754-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2771-01A	TCGA-66-2771-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2771-01A	TCGA-66-2771-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-66-2771-01A	TCGA-66-2771-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-66-2771-01A	TCGA-66-2771-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2771-01A	TCGA-66-2771-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2771-11A	TCGA-66-2771-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2771-11A	TCGA-66-2771-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2771-11A	TCGA-66-2771-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2787-01A	TCGA-66-2787-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2787-01A	TCGA-66-2787-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-66-2787-01A	TCGA-66-2787-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-66-2787-01A	TCGA-66-2787-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2787-01A	TCGA-66-2787-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2787-11A	TCGA-66-2787-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2787-11A	TCGA-66-2787-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2787-11A	TCGA-66-2787-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2788-01A	TCGA-66-2788-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2788-01A	TCGA-66-2788-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-66-2788-01A	TCGA-66-2788-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-66-2788-01A	TCGA-66-2788-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2788-01A	TCGA-66-2788-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2788-11A	TCGA-66-2788-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2788-11A	TCGA-66-2788-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2788-11A	TCGA-66-2788-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2789-01A	TCGA-66-2789-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2789-01A	TCGA-66-2789-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-66-2789-01A	TCGA-66-2789-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-66-2789-01A	TCGA-66-2789-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2789-01A	TCGA-66-2789-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2789-11A	TCGA-66-2789-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2789-11A	TCGA-66-2789-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2789-11A	TCGA-66-2789-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2790-01A	TCGA-66-2790-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2790-01A	TCGA-66-2790-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-66-2790-01A	TCGA-66-2790-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-66-2790-01A	TCGA-66-2790-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2790-01A	TCGA-66-2790-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2790-11A	TCGA-66-2790-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2790-11A	TCGA-66-2790-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2790-11A	TCGA-66-2790-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2791-01A	TCGA-66-2791-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2791-01A	TCGA-66-2791-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-66-2791-01A	TCGA-66-2791-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-66-2791-01A	TCGA-66-2791-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2791-01A	TCGA-66-2791-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2791-11A	TCGA-66-2791-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2791-11A	TCGA-66-2791-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2791-11A	TCGA-66-2791-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2792-01A	TCGA-66-2792-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2792-01A	TCGA-66-2792-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-66-2792-01A	TCGA-66-2792-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-66-2792-01A	TCGA-66-2792-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2792-01A	TCGA-66-2792-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2792-11A	TCGA-66-2792-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2792-11A	TCGA-66-2792-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2792-11A	TCGA-66-2792-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2795-01A	TCGA-66-2795-01A-02D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2795-01A	TCGA-66-2795-01A-02R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-66-2795-01A	TCGA-66-2795-01A-02T	Total RNA	[Not Available]	[Not Available]
TCGA-66-2795-01A	TCGA-66-2795-01A-02W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2795-01A	TCGA-66-2795-01A-02X	Repli-G X	[Not Available]	[Not Available]
TCGA-66-2795-11A	TCGA-66-2795-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-66-2795-11A	TCGA-66-2795-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-66-2795-11A	TCGA-66-2795-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-18-4083-01A	TCGA-18-4083-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-18-4083-01A	TCGA-18-4083-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-18-4083-01A	TCGA-18-4083-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-18-4083-01A	TCGA-18-4083-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-18-4083-01A	TCGA-18-4083-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-18-4083-11A	TCGA-18-4083-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-18-4083-11A	TCGA-18-4083-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-18-4083-11A	TCGA-18-4083-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-18-4086-01A	TCGA-18-4086-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-18-4086-01A	TCGA-18-4086-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-18-4086-01A	TCGA-18-4086-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-18-4086-01A	TCGA-18-4086-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-18-4086-01A	TCGA-18-4086-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-18-4086-11A	TCGA-18-4086-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-18-4086-11A	TCGA-18-4086-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-18-4086-11A	TCGA-18-4086-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-37-4129-01A	TCGA-37-4129-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-37-4129-01A	TCGA-37-4129-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-37-4129-01A	TCGA-37-4129-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-37-4129-01A	TCGA-37-4129-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-37-4129-01A	TCGA-37-4129-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-37-4129-10A	TCGA-37-4129-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-37-4129-10A	TCGA-37-4129-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-37-4129-10A	TCGA-37-4129-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-37-4130-01A	TCGA-37-4130-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-37-4130-01A	TCGA-37-4130-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-37-4130-01A	TCGA-37-4130-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-37-4130-01A	TCGA-37-4130-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-37-4130-01A	TCGA-37-4130-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-37-4130-10A	TCGA-37-4130-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-37-4130-10A	TCGA-37-4130-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-37-4130-10A	TCGA-37-4130-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-37-4132-01A	TCGA-37-4132-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-37-4132-01A	TCGA-37-4132-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-37-4132-01A	TCGA-37-4132-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-37-4132-01A	TCGA-37-4132-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-37-4132-01A	TCGA-37-4132-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-37-4132-10A	TCGA-37-4132-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-37-4132-10A	TCGA-37-4132-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-37-4132-10A	TCGA-37-4132-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-37-4133-01A	TCGA-37-4133-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-37-4133-01A	TCGA-37-4133-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-37-4133-01A	TCGA-37-4133-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-37-4133-01A	TCGA-37-4133-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-37-4133-01A	TCGA-37-4133-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-37-4133-10A	TCGA-37-4133-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-37-4133-10A	TCGA-37-4133-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-37-4133-10A	TCGA-37-4133-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-37-4135-01A	TCGA-37-4135-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-37-4135-01A	TCGA-37-4135-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-37-4135-01A	TCGA-37-4135-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-37-4135-01A	TCGA-37-4135-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-37-4135-01A	TCGA-37-4135-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-37-4135-10A	TCGA-37-4135-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-37-4135-10A	TCGA-37-4135-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-37-4135-10A	TCGA-37-4135-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-37-4141-01A	TCGA-37-4141-01A-02D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-37-4141-01A	TCGA-37-4141-01A-02R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-37-4141-01A	TCGA-37-4141-01A-02T	Total RNA	[Not Available]	[Not Available]
TCGA-37-4141-01A	TCGA-37-4141-01A-02W	Repli-G	[Not Available]	[Not Available]
TCGA-37-4141-01A	TCGA-37-4141-01A-02X	Repli-G X	[Not Available]	[Not Available]
TCGA-37-4141-10A	TCGA-37-4141-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-37-4141-10A	TCGA-37-4141-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-37-4141-10A	TCGA-37-4141-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-51-4079-01A	TCGA-51-4079-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-51-4079-01A	TCGA-51-4079-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-51-4079-01A	TCGA-51-4079-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-51-4079-01A	TCGA-51-4079-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-51-4079-01A	TCGA-51-4079-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-51-4079-10A	TCGA-51-4079-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-51-4079-10A	TCGA-51-4079-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-51-4079-10A	TCGA-51-4079-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-51-4079-11A	TCGA-51-4079-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-51-4079-11A	TCGA-51-4079-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-51-4080-01A	TCGA-51-4080-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-51-4080-01A	TCGA-51-4080-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-51-4080-01A	TCGA-51-4080-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-51-4080-01A	TCGA-51-4080-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-51-4080-01A	TCGA-51-4080-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-51-4080-10A	TCGA-51-4080-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-51-4080-10A	TCGA-51-4080-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-51-4080-10A	TCGA-51-4080-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-51-4080-11A	TCGA-51-4080-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-51-4080-11A	TCGA-51-4080-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-51-4081-01A	TCGA-51-4081-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-51-4081-01A	TCGA-51-4081-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-51-4081-01A	TCGA-51-4081-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-51-4081-01A	TCGA-51-4081-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-51-4081-01A	TCGA-51-4081-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-51-4081-10A	TCGA-51-4081-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-51-4081-10A	TCGA-51-4081-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-51-4081-10A	TCGA-51-4081-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-51-4081-11A	TCGA-51-4081-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-51-4081-11A	TCGA-51-4081-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-22-4591-01A	TCGA-22-4591-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-22-4591-01A	TCGA-22-4591-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-22-4591-01A	TCGA-22-4591-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-22-4591-01A	TCGA-22-4591-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-22-4591-01A	TCGA-22-4591-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-22-4591-11A	TCGA-22-4591-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-22-4591-11A	TCGA-22-4591-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-22-4591-11A	TCGA-22-4591-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-22-4594-01A	TCGA-22-4594-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-22-4594-01A	TCGA-22-4594-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-22-4594-01A	TCGA-22-4594-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-22-4594-01A	TCGA-22-4594-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-22-4594-01A	TCGA-22-4594-01A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-22-4594-11A	TCGA-22-4594-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-22-4594-11A	TCGA-22-4594-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-22-4594-11A	TCGA-22-4594-11A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-22-4595-01A	TCGA-22-4595-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-22-4595-01A	TCGA-22-4595-01A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-22-4595-01A	TCGA-22-4595-01A-01T	Total RNA	[Not Available]	[Not Available]
TCGA-22-4595-01A	TCGA-22-4595-01A-01W	Repli-G	[Not Available]	[Not Available]
