mean.A	mean.B	delta	Pvalue.ttest	p.adjust.BH	Pvalue.wilcox	a.shapiro.pvalue	b.shapiro.pvalue
ABCC4|10257	655.40190547098	356.752673617863	298.649231853118	4.77198827599939e-10	4.48597487612379e-09	9.53952821012224e-05	1.30649729080287e-26	0.000645549000587259
ABCC5|10057	817.468458284051	1207.41684531854	-389.948387034488	0.00249155404965512	0.00644745351568809	0.000381120600991845	9.45566714608915e-21	0.00429468149622202
ABCC6P1|653190	42.7061861854738	56.4840430328582	-13.7778568473843	0.36177585454322	0.440939155216791	0.508073641536532	4.09275401350799e-31	2.91487797282308e-08
ABCC6P2|730013	50.3612045494788	59.1609059196443	-8.79970137016547	0.413253121473181	0.491285456685923	0.571567282470533	6.54028119110122e-29	8.77783422637453e-05
ABCC6|368	209.079693515059	316.628185308197	-107.548491793138	0.124842173414786	0.179485993325655	0.725929561959467	6.77609994192192e-24	1.67449983102487e-06
ABCC8|6833	22.1089141046188	37.519080446436	-15.4101663418172	0.132500443708361	0.189160036363281	2.49206367302955e-09	9.97324310292301e-40	5.80143048043304e-07
ABCC9|10060	471.852294066824	1022.32645626898	-550.474162202152	0.0254107923985834	0.0464713697986573	0.143073802868819	6.54761598697105e-29	7.35736468703401e-07
ABCD1|215	1071.9749188139	849.624554924125	222.350363889774	0.0521767476906387	0.0850158109082688	0.0487659183331362	6.87469003548452e-24	0.00718866153521503
ABCD2|225	29.3313226717421	52.5052058404332	-23.1738831686912	0.00156313816140898	0.00429967706215002	0.000152494824096376	7.01448314042652e-25	0.042892383392898
ABCD3|5825	1424.01946591823	1584.63626135341	-160.616795435189	0.205414820871169	0.274354130061538	0.263586206195916	7.35029091485035e-13	0.0257314856796635
ABCD4|5826	464.974433727729	585.746780509128	-120.772346781399	0.0290064449843679	0.0519388908053426	0.0268112609302805	6.09771270102679e-09	2.3518607456387e-05
ABCE1|6059	1763.28514436204	847.416677064101	915.868467297939	3.13849153880717e-23	1.12848283333187e-21	1.32594523570357e-15	4.86820971530958e-23	0.0814339692171495
ABCF1|23	2069.7060808933	1467.35589394935	602.350186943951	5.33571869806118e-18	1.18558052586465e-16	5.43100606565042e-09	1.07596736328758e-18	0.00414388614918446
ABCF2|10061	1311.86693790573	884.386114742155	427.480823163571	3.72784984625345e-18	8.47580123958246e-17	4.20277989755537e-11	2.08960940888355e-17	0.675739683726951
ABCF3|55324	880.535465568682	751.882068323939	128.653397244743	0.0028958387433873	0.0073482221283506	0.0635121950784615	9.51374478124603e-12	0.0124376140052851
ABCG1|9619	529.504670676609	585.020764440852	-55.5160937642429	0.394272743411679	0.472911407398135	0.317211645773676	3.40507133791121e-23	0.00622695858667151
ABCG2|9429	156.066851034475	955.579031598628	-799.512180564153	0.0201228856870265	0.0383356190071765	0.00295683318838568	1.0029799724208e-27	2.72088910180085e-09
ABCG4|64137	6.93642741426478	22.6043418995428	-15.667914485278	0.0200790397284541	0.038272144184043	0.00754629118264358	1.82731589190764e-31	8.28806297812994e-09
ABCG5|64240	32.1368975441338	256.482380870501	-224.345483326367	0.0468673425844843	0.0777436705665386	0.272947634941376	2.97413124903479e-34	2.97784069053013e-10
ABCG8|64241	34.5447395845327	339.14174587492	-304.597006290388	0.0239970101843745	0.0443498619223505	0.996760302920264	4.33567447808273e-34	1.72272043259812e-09
ABHD10|55347	655.406288765253	526.246937966092	129.159350799161	0.000471394544424065	0.00152005676010216	0.000755090434365452	1.27419230059468e-15	0.000354120368543532
ABHD11|83451	1107.97683369622	461.231222661313	646.745611034912	5.55484914218159e-17	1.11048303542483e-15	1.63329005779332e-10	1.5531340381595e-21	0.00279295224735137
ABHD12B|145447	16.8672419459637	2.28609421633124	14.5811477296325	2.15422473378551e-05	9.59609199595364e-05	0.68969452855663	1.1801023556659e-37	6.73138424902719e-05
ABHD12|26090	1786.01335783773	1633.65642378673	152.356934050995	0.329213746252284	0.40727207907361	0.41133416260324	2.96759094965021e-19	0.000145645061585053
ABHD13|84945	628.701516016917	517.5988337394	111.102682277517	1.24977189948861e-05	5.84222833979977e-05	0.000274666491059474	1.38591672007162e-18	0.00202476590744231
ABHD14A|25864	313.005671605358	454.405062326563	-141.399390721206	0.00313951231287644	0.00785011902273368	8.43153726519959e-05	4.88201950585401e-21	0.00471362120145032
ABHD14B|84836	1808.86952547492	2434.0736321597	-625.204106684773	0.000285694540302512	0.000975810115945911	2.21800987190161e-05	1.25392423106672e-16	0.0186902219474017
ABHD15|116236	459.399678886081	380.9374913402	78.4621875458812	0.035025733053127	0.0608267965030179	0.0109859740872047	1.01839973275092e-14	0.00435908974989233
ABHD1|84696	10.8617184815203	7.18862702612894	3.67309145539132	0.00947528229415421	0.0201425782544295	0.623210965896087	1.96058237401378e-34	0.0168729079048294
ABHD2|11057	9884.90549973173	6215.43815464241	3669.46734508932	2.63945940683184e-05	0.00011542223872559	0.00102531987018323	1.4343457953564e-27	0.00159822030088879
ABHD3|171586	898.531154894681	853.019830036308	45.5113248583735	0.677227152784862	0.735396978570159	0.846532738720319	1.16992517193378e-25	0.00172150614488025
ABHD4|63874	1079.1463977088	1587.27607344609	-508.129675737289	6.38095848850884e-07	3.73240623155484e-06	9.6968196856272e-09	4.50712425667155e-15	0.0995144528670399
ABHD5|51099	541.514133485867	882.792963540654	-341.278830054787	0.00100089850591034	0.00291587653973278	1.26466495767813e-07	2.11204325991262e-18	4.96986832991719e-07
ABHD6|57406	278.852836268702	691.08702600494	-412.234189736238	0.000454665959149905	0.00147421775225943	2.49312169567069e-10	9.83147602175774e-19	2.58886093363784e-07
ABHD8|79575	247.795176624944	480.436648597847	-232.641471972904	5.79808932635211e-06	2.88863314630758e-05	7.17404754319001e-08	2.7834865714344e-16	0.0895379665737583
ABI1|10006	1806.81269361093	1912.4630374557	-105.650343844774	0.469206910475175	0.545270112580847	0.621297987844278	7.66757476899712e-12	4.84423822662342e-06
ABI2|10152	993.618347677957	1130.94454033353	-137.326192655576	0.410504040318021	0.488611423953232	0.0233052648675183	6.44837530828096e-13	2.61050470499703e-06
ABI3BP|25890	900.521296286598	5181.33861161981	-4280.81731533321	0.00139052431848301	0.00388261318955183	1.09860304926845e-07	2.31131857221163e-30	4.28269189688627e-07
ABI3|51225	355.510082154987	373.906313092453	-18.396230937466	0.744718531864904	0.792666191501422	0.655134559220426	8.90207885283537e-28	0.000110908627214539
ABL1|25	2981.01938840324	4553.5649453403	-1572.54555693707	0.0144808026988934	0.0289714831622471	0.0668650525578181	1.76192062370777e-21	2.05585105651475e-05
ABL2|27	967.788303905082	570.800023882109	396.988280022973	9.46377429532813e-10	8.51076434767332e-09	1.78434121143799e-10	2.09228777980974e-11	0.00496036494580274
ABLIM1|3983	4716.55834909317	8618.31963959967	-3901.7612905065	0.0179628667974934	0.0348479276404929	0.0201316744772795	4.99496783455874e-20	2.19132011606444e-07
ABLIM2|84448	215.835216072641	201.740083910798	14.0951321618432	0.702777856698793	0.757453523853374	0.224728470003319	1.07083520459582e-18	4.68356114471869e-07
ABLIM3|22885	428.071163149228	884.970413542992	-456.899250393764	0.0340215288393889	0.0594232971454551	0.00274265760784058	1.08715800986366e-22	1.58071384216673e-08
ABO|28	301.603790313074	316.108146982045	-14.504356668971	0.802800743611415	0.843170762588805	0.862460878397654	2.64160439440093e-22	0.000174787609749308
ABP1|26	3555.41626810714	6301.13621705086	-2745.71994894372	0.16633668751447	0.229243117798202	0.0146209040214982	1.32258911697182e-21	2.44143773613316e-08
ABRA|137735	5.52965692876638	3.58942842514977	1.94022850361661	0.1474718033754	0.207195209409453	0.9892013097541	1.87144976918014e-39	0.000314756268971909
ABR|29	3231.68726474056	3776.31185541702	-544.624590676453	0.0457157895006673	0.0761287107014519	0.0150652055341205	6.30169839062098e-15	0.0134117954332958
ABT1|29777	672.664530231263	655.351303288901	17.3132269423623	0.71288076940635	0.76584977639484	0.378996553579605	4.7356620422428e-13	0.00014675252470382
ABTB1|80325	551.329271550945	626.258412029624	-74.9291404786785	0.0883056547202103	0.133250286422213	0.0260757083348781	4.07881965166148e-13	0.382148632147529
ABTB2|25841	460.019974481577	496.370762396454	-36.3507879148771	0.574583689002808	0.643928914788026	0.595727239698826	1.00605726047612e-17	0.000350147534998184
ACAA1|30	864.094783207362	1655.78468838502	-791.68990517766	0.000565473456001799	0.00178234460214527	3.94897130700828e-07	5.88069343974682e-19	4.03118201619613e-06
ACAA2|10449	1706.39417538789	1507.08630197867	199.307873409225	0.250961603696997	0.324537945748433	0.234168962166881	4.66023162129311e-17	5.73617239725196e-05
ACACA|31	1831.1926746733	1390.21174710391	440.980927569389	0.00441162173588467	0.0104846547049121	0.000424442093189189	1.24316578709001e-27	2.13715800646038e-05
ACACB|32	595.279522291976	1933.27207927164	-1337.99255697967	6.6941589032567e-05	0.000267753314714131	6.75333854122529e-10	1.84196500290516e-24	5.57066329613126e-05
ACAD10|80724	533.867280788655	597.778792925905	-63.9115121372503	0.141828133291352	0.200445611936721	0.0524401107546482	5.88045434850426e-17	0.000351516304349132
ACAD11|84129	222.212627407457	399.500461630757	-177.2878342233	0.00160224340138566	0.00439194382828424	0.000133015436164067	5.41047046849473e-24	3.14072935429458e-05
ACAD8|27034	326.705175712614	371.050382875351	-44.3452071627366	0.012008566055162	0.0246794664342875	0.00628311484791882	1.55312251063298e-10	0.114141303622995
ACAD9|28976	757.395828189311	782.571914523434	-25.1760863341224	0.516561458062551	0.590953716948252	0.453366214371546	1.3392196206538e-15	0.00390027074610752
ACADL|33	6.86228017062385	23.8329774529743	-16.9706972823505	1.48591879671473e-06	8.24078844282826e-06	2.64429001245518e-13	4.78792403784547e-34	0.00199428337868923
ACADM|34	885.966700923703	1696.58243879722	-810.615737873516	2.84011969653303e-07	1.76912917140533e-06	1.34829014706828e-14	2.46784611560628e-15	1.14166623575286e-05
ACADSB|36	613.423838640662	1163.15068815288	-549.726849512214	0.000791577507191314	0.00238787508083233	1.14452800355195e-10	8.02603184664269e-24	4.36419676047302e-09
ACADS|35	728.925295233997	1669.03099025601	-940.105695022017	0.00285141032844691	0.00724881570345119	0.000303405106437456	5.44745380857794e-22	2.61699640917846e-06
ACADVL|37	3295.87384704414	5197.48164175702	-1901.60779471289	6.34133812009407e-07	3.71134586498436e-06	1.09701605585469e-09	1.61001332842228e-16	0.125943614752837
ACAN|176	316.069390987909	21.8612940929789	294.20809689493	1.04694438678945e-45	3.77102021143408e-43	2.16560615546156e-19	1.21758462325636e-27	4.31469347919379e-08
ACAP1|9744	167.652826215957	230.237839698227	-62.5850134822702	0.210666824638656	0.280020754671517	0.9041206472607	1.72469712250742e-28	1.83249188778526e-06
ACAP2|23527	1692.9256181006	1560.14070056153	132.784917539061	0.415475908818886	0.493413690650193	0.00313079340993739	3.1769932345756e-08	1.06266882309086e-06
ACAP3|116983	809.603842844723	1040.44577894827	-230.841936103542	0.00658500679200285	0.0147772187612428	0.000708295013001491	8.85889528813176e-20	0.00667749253066329
ACAT1|38	810.689846035879	1433.40958094073	-622.719734904854	1.01528012618656e-06	5.77896209335635e-06	4.05208475760047e-11	5.30353018797959e-15	0.000974281078847655
ACAT2|39	455.730184930701	508.179486811135	-52.4493018804345	0.320188961703845	0.397976055049839	0.272355966194678	2.46198609555813e-17	0.0486453613895575
ACBD3|64746	2117.55492868157	1611.64347761209	505.911451069479	4.62701555188887e-06	2.34803326138114e-05	1.42136361652343e-05	2.85635890408227e-19	0.0371335881337183
ACBD4|79777	194.077170369188	399.594386762243	-205.517216393054	2.43090525400742e-05	0.00010712366552914	3.06386748742481e-09	3.33398286862363e-11	0.000737403057947562
ACBD5|91452	1251.75277548981	888.145978597196	363.606796892615	0.00101198580403435	0.00294418032345604	1.71897686440309e-05	1.19752160506766e-20	4.12151376068951e-07
ACBD6|84320	489.313110539888	404.034928564684	85.2781819752037	0.000252604780686761	0.000875608433611328	0.0045176987547879	5.06856346452708e-14	0.4425555342838
ACBD7|414149	95.6293000938182	17.6449411591827	77.9843589346356	6.74961347668732e-27	3.3716864790722e-25	6.8538003134379e-12	1.4851912310736e-30	0.136652090833414
ACCN1|40	8.82831907064977	8.70948831471866	0.118830755931107	0.962479498678712	0.971660844144792	0.00427468441158025	3.25540038165219e-37	2.95628747724533e-07
ACCN2|41	207.803230870209	218.54623188913	-10.7430010189207	0.78778649972374	0.830076706483352	0.306847351703534	3.54237346390533e-32	1.12289529765828e-06
ACCN3|9311	15.3332625598434	13.7453270449601	1.58793551488331	0.453237031849634	0.530555305371164	0.819075560069218	4.39191226024938e-28	3.71316386356466e-05
ACCN4|55515	2.50157741257049	1.67283845453009	0.8287389580404	0.0495693961673184	0.0815080308114059	0.10667498806267	1.75683860760431e-33	3.10613927967241e-05
ACCN5|51802	0.399914414047695	4.97376298580687	-4.57384857175918	0.0045967612120252	0.0108631893086816	4.29980876621962e-06	5.13945419435957e-37	4.02511521248981e-08
ACCSL|390110	0.191105363320701	0.0470954918456168	0.144009871475084	0.0351552646494096	0.0609918343729933	0.324468735815252	6.88444991988682e-40	1.66170169164182e-11
ACCS|84680	162.478951169749	160.735819837808	1.74313133194036	0.895216556481332	0.919076463702282	0.561487953786508	1.46146649183959e-18	0.0302609895979531
ACD|65057	472.289398813046	417.431292304855	54.858106508191	0.0353563192143104	0.0612884658720877	0.308773373401915	6.85939193212767e-16	0.561153335642085
