	PANC754	AFF3	ARID4B	CACNA2D3	CHMP3	CIR1	COPS7B	DIS3L2	DNAH12	DOCK7	DRAM1	EIF4G3	EMC3	EXPH5	FAM24B	FBXO16	FRMD4B	FSTL1	GIGYF2	GPR89A	HPCAL4	HRH1	IFT172	INO80D	ITGA6	KCNJ13	KIAA1324	KPNA4	LMOD1	LRRFIP1	MAFK	MITD1	MTMR8	OSBPL9	PLEKHG5	PMVK	PPIE	PTPN4	RAD54L2	RNF103-CHMP3	RPRD2	RYR2	SDHB	SMARCA2	SMIM12	SNX27	SRSF11	SSB	SYTL1	THRB	TMC5	TMCC2
LMOD1	0.160387885709468	0.326884696741051	0.191771864366951	0.111427695802243	0.189827854460929	0.0782384028592905	-0.202374590141566	-0.079240243291747	0.0911516574040605	0.0575501740283121	-0.00957378009165214	0.0731382956383645	-0.0157359970493141	0.0488807269325837	-0.0296365974814444	0.0800648782553369	0.0355591601306626	0.403264823144611	0.154631906713241	-0.107155886204734	0.112761246917859	0.0261824995375143	-0.00471732771064669	0.0923344913564609	-0.0736081068042564	0.0475520408469253	0.255491716176687	-0.137013347538132	1	0.138317089384	0.0813680157959917	-0.195486092577807	0.0983725360981903	0.0331735612326372	-0.106069584608895	-0.0408944758732889	-0.0949747653743049	0.0660091876785741	0.0243944627898688	-0.077059923079098	0.0312414664082465	0.417913356830824	-0.267070778456043	0.265971787940192	-0.246809154706479	0.0422978119702457	-0.0161147943691076	-0.0909466375474138	0.0184087990846659	0.297916070065282	0.160308937490276	-0.0486585749565701
LRRFIP1	0.0368960971480761	-0.0139082332533289	0.28240326225008	-0.146584793055991	0.367809949822007	0.0825606252659305	-0.176273354324131	0.0161846897656555	-0.0520108273702041	0.0213005436739715	0.249270296173332	0.130451096987731	-0.000690944065723336	0.252410358466895	0.0364529195834724	-0.0537827816982788	0.353998033298544	0.318028825868504	0.298425731431004	-0.0111730301475866	-0.288372131699405	0.182253080536222	-0.139717682279272	0.318192616453873	0.31626666235213	0.0746051093278715	0.20962177901735	0.179393469886383	0.138317089384	1	0.288429931424519	0.0473733955495984	0.0328112093973912	0.223634682475592	0.0433054298585965	-0.148019670814027	-0.16711604822526	0.038470506412015	-0.0837042148977336	-0.0612315271648083	0.109990606194522	-0.000892908866913247	-0.0289577757021095	0.0678345356097891	-0.0558904314791519	-0.0816414790787771	0.108473655197824	0.0196741936208094	0.359512615794818	0.1129348938599	0.365696949370283	-0.436806339101011
MAFK	0.0187097790285948	-0.221613139975406	-0.112539019616458	-0.139395096037026	0.103404887011346	-0.193873351171586	-0.160856714227542	0.0185022165349496	-0.149120742253262	-0.0449174070295057	0.15781623447123	-0.0209278832966075	-0.156531267310362	0.088439223793623	0.118575486917854	-0.230513947336934	0.10157647134071	0.131553049758962	-0.0145937930107658	-0.240985914659171	-0.135712182430463	0.149799725165557	-0.168027124930456	0.0313927589598571	0.221944486608909	-0.0369955915532432	-0.10855293461896	-0.046171789080591	0.0813680157959917	0.288429931424519	1	-0.0168470599948397	0.040582324347034	0.0925863014396528	0.167978093660734	-0.0787570439468724	-0.0802427661125821	-0.207293909804158	-0.0455233125592774	0.0845405077212719	-0.141921287599365	0.0484399289499363	-0.00879036389785349	-0.0404705747218704	0.0188971830950177	-0.140538277705702	-0.023605384069855	-0.199642267661247	0.162698034577099	0.0176479405767039	0.165501644613166	-0.144592250521416
MITD1	-0.0205393606354906	-0.219043790533493	0.0147285812998435	-0.0181861627305198	-0.0884439324370115	0.336080637319369	0.296435518371092	0.132879418386716	0.0901255615957727	-0.293639296612726	0.178955256806213	-0.189318734141666	-0.0375465345200309	0.0162171050332817	0.181213395420806	-0.0303198449594265	0.0595882560934146	-0.0526130665288311	-0.308889544032161	0.210747184309162	-0.141671134276851	0.0587185807778237	0.0503491054724605	0.0702701256614309	-0.0197780197227802	-0.0418883351062585	-0.0958531385398332	0.0662919064372473	-0.195486092577807	0.0473733955495984	-0.0168470599948397	1	0.0854867090072422	0.0743358857311237	0.08721117959504	0.0141224849857341	0.278601846219688	-0.0575689213287581	-0.183180228740427	0.0125005956945827	-0.14101797320393	-0.126038407864475	0.157196779604105	-0.273377218856028	0.117815131993709	-0.243756565870692	0.411695912310653	0.355728324275852	0.208481644964991	-0.151775701952446	0.0300949761963645	-0.140457422350713
MTMR8	0.437763122895001	-0.0536222301246526	0.0464404439984343	0.0352908773723189	0.0612295206694399	-0.0226871713863881	0.0494665551437746	0.0985552349795248	0.102338218892369	-0.0312491938973585	0.142744682884269	-0.00251153580185492	-0.127146114852664	0.106555857883734	0.049826707303119	0.10585460867673	0.0383868655080138	0.0593231231097203	0.0712408991425389	-0.0600156914312328	-0.0168745820450248	0.0703590093302675	0.189949906237785	0.167240422908523	0.0287857857902926	0.0923217813363082	0.0785405052255779	-0.0299032978709737	0.0983725360981903	0.0328112093973912	0.040582324347034	0.0854867090072422	1	0.0533518511158351	0.0805431416084527	-0.220018889064609	0.00947381547701514	0.11850980877236	0.0858469797478257	0.00176136151098215	0.0850658925257133	0.182950655427856	-0.0813594558440706	0.0403931554155656	-0.0410610923898247	-0.0289275659568295	0.043919614584436	-0.031989273721121	0.0759247926699023	-0.081216394714556	0.135606280054719	-0.0306234506346301
OSBPL9	0.063075157947739	0.0742449530614368	0.143087801275482	-0.122360777992518	0.0405444105173188	0.0763706802103344	-0.106870436291713	0.00145418008214887	0.0498890711447384	0.152241327694258	0.190916060167218	0.145232966622433	0.0535444565518618	0.0236832937426616	0.00623054374242422	0.161969572325588	0.265321194842498	0.164287047831432	0.155963346410284	0.0268275721029765	-0.0836702394567211	-0.163359314822126	0.0451761297070872	0.220272998572609	-0.0859654160492643	0.240170251923071	-0.074336704151577	-0.0266467172956976	0.0331735612326372	0.223634682475592	0.0925863014396528	0.0743358857311237	0.0533518511158351	1	-0.198141756390355	-0.142298776844427	0.0777000788759861	0.114411424095669	0.0137411487658813	-0.102739659463696	0.206475184827521	-0.033408062995977	0.069224156520858	0.0200065750943189	-7.16189751170475e-05	0.145527937522085	0.269110958106706	0.0514770910418097	0.060900769808612	0.0828359486194949	0.0295549564939989	-0.12986925260326
PLEKHG5	-0.0697593410631303	-0.355017409459019	-0.0487971371523554	0.198716020688711	0.0944788433924152	-0.0624227208601006	0.121971234787606	0.0455134107055635	-0.0800489618741038	-0.0500318210796477	-0.0745904939810178	0.132471498929193	-0.381173283950118	0.166540131164624	0.0624487707793756	-0.0981941694321807	0.0983245114685155	0.00687985523971258	-0.154893770235882	-0.152947132315764	0.0764490914222309	0.334455782877335	0.119003002105928	0.0472808360663651	0.285510985330026	-0.0957286517430775	0.0373837893529379	0.116870554018824	-0.106069584608895	0.0433054298585965	0.167978093660734	0.08721117959504	0.0805431416084527	-0.198141756390355	1	-0.161201428665554	0.0863485389625042	-0.014359767152634	-0.0453313390771678	0.107180250823445	0.0127079843071246	0.0477928067860357	-0.0648449521554268	-0.170822054171632	0.0674946282511716	-0.238970784217482	0.128680689113093	0.00950117807583622	0.340546425659032	-0.211036156636862	0.0493895060442079	0.171686897419213
PMVK	-0.0986783942685283	0.10979367411109	-0.219117026151159	0.025806822644701	-0.194821119634489	0.141097785791394	0.113947716598429	0.131533044506968	-0.0899145470570779	-0.364221554942845	-0.152785591524462	-0.307639117356758	0.440795670283283	-0.26879261857811	-0.0503697607913628	-0.0053252628589724	-0.161301580232871	-0.242170881169754	-0.252738077230449	0.252115921076734	-0.0598945015643713	-0.220864225250456	-0.086040265260263	-0.436070968849989	-0.294664418056573	-0.172232734776242	-0.143828521690805	-0.370854534575637	-0.0408944758732889	-0.148019670814027	-0.0787570439468724	0.0141224849857341	-0.220018889064609	-0.142298776844427	-0.161201428665554	1	0.313354846309739	-0.318828907169992	-0.19749241098755	-0.0925687179201096	-0.121450601090777	-0.238733934725726	0.224576152158155	-0.0449846419410851	0.260990763352736	-0.0585947981998008	-0.285145276598891	-0.080698947120892	0.0065166251478995	0.0397296007559311	-0.232342269297123	0.0477385585369994
PPIE	-0.0901787808118532	-0.207160022363174	-0.338769010043265	0.0431471238465749	-0.142296889372058	0.156584491170517	0.354813188419428	0.205726982299524	-0.107612043655602	-0.269483285650687	-0.0340015015814029	-0.222033286949279	0.245351953833563	-0.170130081981285	0.0637857460297708	0.0445004191494182	-0.106580927558636	-0.0622339430602148	-0.376825136561697	0.109626098831835	0.0149680581866369	-0.0467646186992372	0.0345266445632852	-0.375083154556629	-0.177577487743027	-0.142924502724157	-0.0923538990236453	-0.177345778048638	-0.0949747653743049	-0.16711604822526	-0.0802427661125821	0.278601846219688	0.00947381547701514	0.0777000788759861	0.0863485389625042	0.313354846309739	1	-0.299543856501349	-0.185398264677659	-0.0890029415203649	-0.251959156882479	-0.123640585765655	0.269199485983527	-0.237632085676493	0.422363517058414	-0.337974335480233	0.0419527861694586	0.133008738550935	0.251489393751722	-0.18180711349671	-0.0984885501008819	0.0569333133468664
PTPN4	0.165069519045087	0.122074821357878	0.510140907920899	0.134408672475422	0.209109445828238	0.12864618640603	-0.149456334720566	-0.0488389341273228	0.208404851759974	0.211497959485379	-0.0770185893692628	0.363175613678179	-0.212154656768533	0.271061356907806	-0.012923126219682	0.189981162066414	0.229163280081746	-0.0894608932286113	0.420248861118286	-0.143208974776296	0.238494112717395	-0.00520562743412334	0.134968420844894	0.510596077887354	0.0783139101018814	0.279607427849961	0.115733678594395	0.142979340300405	0.0660091876785741	0.038470506412015	-0.207293909804158	-0.0575689213287581	0.11850980877236	0.114411424095669	-0.014359767152634	-0.318828907169992	-0.299543856501349	1	0.211511680234895	0.0472954390729257	0.373775634034518	0.237192177171409	-0.303015019207261	0.222103334397911	-0.365843720817954	0.26184263779458	0.253164893950117	0.0938499257701623	-0.0880737563104529	0.158242816216473	0.0170927208835827	0.0782261591509265
RAD54L2	0.0799431411385922	0.0842868970173843	0.225726156544995	-0.015041088171525	-0.183174765420991	-0.153289765112165	0.0852703051740565	0.111246013839903	0.149808434814364	0.207702590327863	-0.190717481619915	0.230981459959123	-0.0869229882170418	0.0766178572408294	-0.0512082448929275	-0.0203932864807734	-0.019588019984652	-0.0956420574624389	0.25738375651991	-0.00180161109981197	0.0418958689989516	-0.136335093761402	0.114589379684144	0.28845321320915	-0.0347231663908103	0.130855590296095	0.0360370370163272	0.0431265465194508	0.0243944627898688	-0.0837042148977336	-0.0455233125592774	-0.183180228740427	0.0858469797478257	0.0137411487658813	-0.0453313390771678	-0.19749241098755	-0.185398264677659	0.211511680234895	1	0.0127301233470912	0.228914230890443	0.0994455449817466	-0.261445708043202	0.15207592220169	-0.243703680370137	0.287740796050684	0.131282610650195	-0.0689602555196236	-0.115543353342195	0.065042290522891	-0.00746919110674053	0.0999001626453371
RNF103-CHMP3	0.00854490356406914	-0.0807757374706203	0.00931405229064374	0.0696032720406621	0.0649751940894919	-0.0186617290489338	0.0294416658376383	-0.0410793809863354	0.0492712820597497	0.068704922771267	-0.0954278497006925	0.0452039245311462	-0.162580399951045	0.00252446580393086	0.0835128952306927	-0.0549818683327499	-0.0448080360056895	-0.079427761159643	-0.00729746916867628	-0.0739039404111998	0.118040796579663	0.0691100685234793	-0.0142142073023499	0.0208701095427303	0.0341488916728477	0.0347914023035469	-0.0574980002298959	0.1310248879222	-0.077059923079098	-0.0612315271648083	0.0845405077212719	0.0125005956945827	0.00176136151098215	-0.102739659463696	0.107180250823445	-0.0925687179201096	-0.0890029415203649	0.0472954390729257	0.0127301233470912	1	0.00165411595689127	0.0525163539041224	-0.0401908828042133	-0.0854354506462804	-0.0375830680703472	-0.0365487612839547	0.0153824005859219	0.0757843910425338	-0.0375772450855368	-0.0121926720552197	-0.0101455453936087	0.143414254096799
RPRD2	0.0896199385934827	0.148466890545384	0.516346596886238	0.0100349768021143	0.239306209269475	0.0809828580746123	-0.048265735373134	0.000873960543323189	0.15369473332093	0.174613925458012	-0.133406343511416	0.267482635411213	-0.224976983211607	0.153462725921063	-0.081735964849084	0.199815887982841	0.228433573073699	-0.0827598135911305	0.435995840017621	0.130064323445262	0.0419251768107668	-0.111250488753717	0.295964358056573	0.412353699925162	-0.0879482922764872	0.261729948080203	0.156956197673539	0.0729128859215332	0.0312414664082465	0.109990606194522	-0.141921287599365	-0.14101797320393	0.0850658925257133	0.206475184827521	0.0127079843071246	-0.121450601090777	-0.251959156882479	0.373775634034518	0.228914230890443	0.00165411595689127	1	0.0888852108072808	-0.237906847797997	0.164634850868066	-0.374745997735444	0.513342649390103	0.172911741522369	-0.00626630622946162	0.0251241615858348	0.0960325853756098	0.06572360992486	0.0105180361225033
RYR2	0.157672689646582	0.128339548471124	0.215228845799896	0.26711168533092	0.123476967218251	0.0616891815795166	-0.0711092249476786	-0.0289178774147205	0.12747775848967	0.0780109199960419	-0.0890923223307535	0.198581000037091	-0.207220408885719	0.0750854561625805	0.0372034879336315	0.124855688596137	0.0613144606539584	0.147413749434175	0.162801967059317	-0.131288354150503	0.260359701431144	0.0581037088608423	0.0767508984724171	0.211616903426375	-0.00208441207876524	0.113573412171776	0.194649664918938	0.00440481180095145	0.417913356830824	-0.000892908866913247	0.0484399289499363	-0.126038407864475	0.182950655427856	-0.033408062995977	0.0477928067860357	-0.238733934725726	-0.123640585765655	0.237192177171409	0.0994455449817466	0.0525163539041224	0.0888852108072808	1	-0.319191445680662	0.192151325267036	-0.291709317212079	0.0503967282467468	0.0870005482210547	-0.0164001669069815	0.0193866763041836	0.0904108612578542	0.115152281356296	0.148863413538537
SDHB	-0.0622721650477714	-0.301082050142998	-0.433802950704632	-0.22553754963728	-0.16274983876328	-0.0570751921810088	0.03237884358594	-0.0640574008660003	-0.184671491710203	-0.179744842528772	0.00156434623763188	-0.211788353465838	0.357376086214347	-0.0691211422011215	0.0299371822718655	-0.0761346446566024	-0.150409318248294	-0.228577930308026	-0.392002178824568	0.15985841793291	-0.294480435933871	-0.120735679472428	-0.180894305676404	-0.406315477211898	0.0546143895588828	-0.196109655367697	-0.195391051006677	0.0650091277368402	-0.267070778456043	-0.0289577757021095	-0.00879036389785349	0.157196779604105	-0.0813594558440706	0.069224156520858	-0.0648449521554268	0.224576152158155	0.269199485983527	-0.303015019207261	-0.261445708043202	-0.0401908828042133	-0.237906847797997	-0.319191445680662	1	-0.317226912091898	0.620070628883273	-0.300472105785587	-0.204712514560642	0.0422074636494232	0.00899106806763427	-0.0603073862141254	-0.00206082124817621	-0.22456447109645
SMARCA2	0.169869642225519	0.355467652605808	0.296893314834484	0.148764526766943	0.146983847328734	0.0695518694886262	-0.286319341043783	-0.166821080038662	0.0192569314467373	0.241374240720778	-0.0551900141265461	0.298274938393046	-0.045474573311427	-0.0456805588369938	-0.0309283695792118	-0.0353036361927743	0.0667408054176676	0.17326206000235	0.383433882443751	-0.249606522888266	0.145200910767725	-0.0870293498824091	0.0327134041800712	0.224846288248703	-0.0194548303812259	0.0820866270234343	0.116647017710543	-0.0946924914619039	0.265971787940192	0.0678345356097891	-0.0404705747218704	-0.273377218856028	0.0403931554155656	0.0200065750943189	-0.170822054171632	-0.0449846419410851	-0.237632085676493	0.222103334397911	0.15207592220169	-0.0854354506462804	0.164634850868066	0.192151325267036	-0.317226912091898	1	-0.32084306243696	0.23606052217499	0.0244936616219246	-0.0689665726505684	-0.130675927457234	0.151823520814281	-0.118935197485837	0.0881916151569452
SMIM12	-0.101422267594504	-0.352531528654901	-0.50917648680763	-0.0796999386059894	-0.161260918625194	-0.0917728409939687	0.0816126386212974	-0.0594558322452413	-0.255751150007009	-0.236153148336721	0.126460884678235	-0.284609541504339	0.358568139849564	-0.169918319650496	0.0496779958949227	-0.168144467615299	-0.129585633486176	-0.11321069137899	-0.458453673522163	0.0708990505738673	-0.130162200592826	0.0666759939141604	-0.22075522566537	-0.455426502535567	0.0465045170394516	-0.188466243510861	-0.310825506560912	0.0526064712096621	-0.246809154706479	-0.0558904314791519	0.0188971830950177	0.117815131993709	-0.0410610923898247	-7.16189751170475e-05	0.0674946282511716	0.260990763352736	0.422363517058414	-0.365843720817954	-0.243703680370137	-0.0375830680703472	-0.374745997735444	-0.291709317212079	0.620070628883273	-0.32084306243696	1	-0.364846656363418	-0.224120896759458	-0.0659060790507711	0.0277377906654586	-0.2008932070107	-0.14954980647754	-0.017097357942364
SNX27	0.0347366780049226	0.318360909439545	0.367521123820377	-0.0158146849744575	-0.0439296313417595	-0.0593375862973594	-0.141765171452805	-0.122974521184643	0.161658187685062	0.328985142023107	-0.00671698547800409	0.257436458198269	-0.112768484923269	-0.0045060769333117	-0.121851874639482	0.133155736954084	-0.00757914991856066	-0.0431785091716088	0.362611754966811	0.13302877054813	0.150597229022212	-0.115768539443001	0.179196555618026	0.333593065212451	-0.172395335915208	0.16011114066938	0.0271086813092689	0.00117695496116714	0.0422978119702457	-0.0816414790787771	-0.140538277705702	-0.243756565870692	-0.0289275659568295	0.145527937522085	-0.238970784217482	-0.0585947981998008	-0.337974335480233	0.26184263779458	0.287740796050684	-0.0365487612839547	0.513342649390103	0.0503967282467468	-0.300472105785587	0.23606052217499	-0.364846656363418	1	0.0664074495271345	-0.0433342933786137	-0.331234034954793	0.107564422820319	-0.100068617572993	0.105626409643007
SRSF11	0.0360521422665147	0.00365680661367353	0.495209031652323	0.0291152704921182	-0.0506562005904205	0.233066949540586	0.123137242535558	-0.0331279959710922	0.232981189286848	0.172576561228409	-0.0622623414995421	0.289702875824883	-0.272920856254199	0.154987866051345	0.100073844825641	0.0453318247090423	0.165717643822768	0.0112418152105331	0.0762820097807766	0.107853821363012	0.059404504412135	-0.0251526064889166	0.166242233596517	0.432563812244906	-0.0358871391499221	0.135230943906145	0.110708120001299	0.135720940177867	-0.0161147943691076	0.108473655197824	-0.023605384069855	0.411695912310653	0.043919614584436	0.269110958106706	0.128680689113093	-0.285145276598891	0.0419527861694586	0.253164893950117	0.131282610650195	0.0153824005859219	0.172911741522369	0.0870005482210547	-0.204712514560642	0.0244936616219246	-0.224120896759458	0.0664074495271345	1	0.301051344389417	0.197942209063803	0.0529202075948193	0.105755565021793	-0.0672169772223147
SSB	-0.0434223804299486	-0.105091067954777	0.208775600597864	0.0269330241440489	0.039190563071461	0.498468590576542	0.192646014208082	-0.0602375133371393	0.0259020785170365	0.0468638966234687	-0.0956457503514831	0.0804626116797606	-0.0254284632824061	-0.0119584229231191	0.0863283687773871	0.069191877820724	-0.0653185303323494	0.00022034156294978	-0.0162605049905624	0.0775728363961435	0.0429148252943927	-0.0488008724303715	-0.0313647216408339	0.06863773301858	0.0187687278314294	-0.0913558097248978	0.0589495574788273	0.256342469822956	-0.0909466375474138	0.0196741936208094	-0.199642267661247	0.355728324275852	-0.031989273721121	0.0514770910418097	0.00950117807583622	-0.080698947120892	0.133008738550935	0.0938499257701623	-0.0689602555196236	0.0757843910425338	-0.00626630622946162	-0.0164001669069815	0.0422074636494232	-0.0689665726505684	-0.0659060790507711	-0.0433342933786137	0.301051344389417	1	0.100566717773632	-0.0553174478713861	0.00928461792806558	-0.0396666964341458
SYTL1	-0.0611846268039457	-0.221168999979655	0.112213127205146	-0.0538003325788863	0.170052139880965	0.0630274162437669	0.141723739872191	0.134987351067577	-0.0525783774643532	-0.265237410593292	0.0415811899564691	-0.129939579784717	0.00987868993062951	0.322834440675172	0.0561437834537625	0.0604402891937115	0.225053172579376	0.0643875332166565	-0.12980459596232	0.0864038456697382	-0.201337110283633	-0.0491290871175727	-0.0164529305961432	0.00846508026253615	0.178792287686345	-0.0527672972287067	0.350486627455273	0.1096688986833	0.0184087990846659	0.359512615794818	0.162698034577099	0.208481644964991	0.0759247926699023	0.060900769808612	0.340546425659032	0.0065166251478995	0.251489393751722	-0.0880737563104529	-0.115543353342195	-0.0375772450855368	0.0251241615858348	0.0193866763041836	0.00899106806763427	-0.130675927457234	0.0277377906654586	-0.331234034954793	0.197942209063803	0.100566717773632	1	-0.0275533654438709	0.465137970019843	-0.266265227018632
THRB	0.0801870360791922	0.233460107272361	0.241869207823651	0.016158632596	0.106795942741786	0.0377655350534789	-0.253765309411142	-0.197765078341329	0.128142977938965	0.102354002675947	-0.118439213435781	0.0763973116145032	0.140965920570494	0.159927043245348	0.0390467698648933	0.00161226751677869	0.109894040100963	0.0549950592100645	0.126702537253658	0.0285777685111787	0.0275050166209385	-0.0255487155344906	-0.153513839398699	0.0599343879556101	-0.00875873445910735	0.0537599469238788	0.0726020422195649	0.0683225997804495	0.297916070065282	0.1129348938599	0.0176479405767039	-0.151775701952446	-0.081216394714556	0.0828359486194949	-0.211036156636862	0.0397296007559311	-0.18180711349671	0.158242816216473	0.065042290522891	-0.0121926720552197	0.0960325853756098	0.0904108612578542	-0.0603073862141254	0.151823520814281	-0.2008932070107	0.107564422820319	0.0529202075948193	-0.0553174478713861	-0.0275533654438709	1	0.117592661854756	-0.186573138953857
TMC5	0.0358084310162717	-0.0695454747725699	0.186555562204912	-0.256963900641398	0.250569377156887	-0.0575421420044765	-0.00357858124469741	0.0177849016238203	0.191787331701541	-0.0554709286290291	0.0875601623685676	-0.0975274309829167	-0.0122723769960619	0.503797204893216	0.0126927681668498	0.150052128183515	0.0705947315489079	0.0812580655920753	0.0727150818611495	0.141339825269367	-0.287411599319434	0.0314422320981415	0.109851858221757	0.127101208848386	0.158283594055139	-0.00201178863578757	0.599594144294821	0.10080436640633	0.160308937490276	0.365696949370283	0.165501644613166	0.0300949761963645	0.135606280054719	0.0295549564939989	0.0493895060442079	-0.232342269297123	-0.0984885501008819	0.0170927208835827	-0.00746919110674053	-0.0101455453936087	0.06572360992486	0.115152281356296	-0.00206082124817621	-0.118935197485837	-0.14954980647754	-0.100068617572993	0.105755565021793	0.00928461792806558	0.465137970019843	0.117592661854756	1	-0.521069062971357
TMCC2	-0.0468775771226736	0.022703629414647	-0.108322908971982	0.42465748988607	-0.110816831804123	0.0345252330925563	0.140960124475976	-0.000690032245432447	-0.0306142852442119	0.0912722382432349	-0.179854624252006	0.138873022977947	-0.210880182011035	-0.314460318403713	0.0473843893277946	-0.0198653953294772	-0.119952038357572	-0.0935874566675701	-0.0128262531488869	-0.217858784222139	0.537397614033078	0.0308942754912043	0.129119948666637	-0.0787132164735888	-0.177925198156587	0.0843076040365582	-0.29459628625523	-0.0207667844459362	-0.0486585749565701	-0.436806339101011	-0.144592250521416	-0.140457422350713	-0.0306234506346301	-0.12986925260326	0.171686897419213	0.0477385585369994	0.0569333133468664	0.0782261591509265	0.0999001626453371	0.143414254096799	0.0105180361225033	0.148863413538537	-0.22456447109645	0.0881916151569452	-0.017097357942364	0.105626409643007	-0.0672169772223147	-0.0396666964341458	-0.266265227018632	-0.186573138953857	-0.521069062971357	1
